week_start,source,skill,job_count
2026-06-08,itviec,Kotlin,4
2026-06-08,itviec,Kubernetes,23
2026-06-08,itviec,LLM,4
2026-06-08,itviec,Laravel,1
2026-06-08,itviec,Leadership,1
2026-06-08,itviec,Linux,8
2026-06-08,itviec,MLOps,2
2026-06-08,itviec,MVC,1
2026-06-08,itviec,Machine Learning,6
2026-06-08,itviec,Microservices,7
2026-06-08,itviec,Microservices Architecture,1
2026-06-08,itviec,Microsoft Dynamics 365,1
2026-06-08,itviec,Mobile Apps,4
2026-06-08,itviec,Mockups,1
2026-06-08,itviec,MongoDB,9
2026-06-08,itviec,MySQL,15
2026-06-08,itviec,NLP,1
2026-06-08,itviec,NestJS,3
2026-06-08,itviec,Networking,4
2026-06-08,itviec,NextJS,5
2026-06-08,itviec,Node.js,13
2026-06-08,itviec,OCR,1
2026-06-08,itviec,OOP,4
2026-06-08,itviec,Oracle,4
2026-06-08,itviec,PHP,5
2026-06-08,itviec,PL/SQL,2
2026-06-08,itviec,Playwright,2
2026-06-08,itviec,PostgreSQL,15
2026-06-08,itviec,Postman,4
2026-06-08,itviec,Product Management,3
2026-06-08,itviec,Product Owner,3
2026-06-08,itviec,Project Management,7
2026-06-08,itviec,Prompt Engineering,3
2026-06-08,itviec,PyTorch,1
2026-06-08,itviec,Python,38
2026-06-08,itviec,QA,22
2026-06-08,itviec,QA QC,15
2026-06-08,itviec,React,15
2026-06-08,itviec,React Native,1
2026-06-08,itviec,Redis,8
2026-06-08,itviec,Redux,1
2026-06-08,itviec,Risk Management,1
2026-06-08,itviec,Robotic Process Automation (RPA),1
2026-06-08,itviec,Ruby,1
2026-06-08,itviec,Ruby on Rails,1
2026-06-08,itviec,SAP,1
2026-06-08,itviec,SQL,47
2026-06-08,itviec,SRS,2
2026-06-08,itviec,Salesforce,1
2026-06-08,itviec,Scrum,12
2026-06-08,itviec,Security,1
2026-06-08,itviec,Selenium,3
2026-06-08,itviec,ServiceNow,1
2026-06-08,itviec,Snowflake,2
2026-06-08,itviec,Software Architecture,2
2026-06-08,itviec,Solution Architecture,3
2026-06-08,itviec,Spark,3
2026-06-08,itviec,Spring,6
2026-06-08,itviec,Spring Boot,5
2026-06-08,itviec,Stakeholder management,1
2026-06-08,itviec,Strategy planning,1
2026-06-08,itviec,Swift,1
2026-06-08,itviec,Symfony,1
2026-06-08,itviec,System Admin,6
2026-06-08,itviec,System Architecture,2
2026-06-08,itviec,Team Management,1
2026-06-08,itviec,Technology Roadmapping,1
2026-06-08,itviec,TestNG,1
2026-06-08,itviec,Tester,18
2026-06-08,itviec,TypeScript,17
2026-06-08,itviec,UI-UX,1
2026-06-08,itviec,UML,1
2026-06-08,itviec,Unit test,3
2026-06-08,itviec,Usability testing,3
2026-06-08,itviec,User story,2
2026-06-08,itviec,Vue,2
2026-06-08,itviec,VueJS,2
2026-06-08,itviec,Web3.js,1
2026-06-08,itviec,White box testing,4
2026-06-08,itviec,WinForms,2
2026-06-08,itviec,Wireframing,1
2026-06-08,itviec,Wordpress,2
2026-06-08,itviec,iOS,8
2026-06-08,topcv,(unknown),13
2026-06-08,topcv,...),2
2026-06-08,topcv,.NET,3
2026-06-08,topcv,3D,1
2026-06-08,topcv,AI SaaS,1
2026-06-08,topcv,AWS,1
2026-06-08,topcv,Adobe Illustrator (AI),1
2026-06-08,topcv,Allen Bradley,1
2026-06-08,topcv,Am hiểu kế toán quản trị,1
2026-06-08,topcv,An Ninh Mạng,1
2026-06-08,topcv,Android,1
2026-06-08,topcv,Api Integration,1
2026-06-08,topcv,Artificial Intelligence,1
2026-06-08,topcv,AutoCAD,2
2026-06-08,topcv,Azure,2
2026-06-08,topcv,B2B,1
2026-06-08,topcv,B2B SaaS,1
2026-06-08,topcv,Bacnet),1
2026-06-08,topcv,Banking,1
2026-06-08,topcv,Beauty,1
2026-06-08,topcv,Blueprint,1
2026-06-08,topcv,Business Development,1
2026-06-08,topcv,Bán Hàng,1
2026-06-08,topcv,Báo Cáo Quản Trị,1
2026-06-08,topcv,Bảo Mật Thông Tin,1
2026-06-08,topcv,Bốc Xếp Hàng Hóa,1
2026-06-08,topcv,C#,1
2026-06-08,topcv,C++,1
2026-06-08,topcv,Chủ động học hỏi,1
2026-06-08,topcv,Closing Deals,1
2026-06-08,topcv,Conversion Rate Optimization,1
2026-06-08,topcv,Crisp or helpdesk tools,1
2026-06-08,topcv,Customer Support,1
2026-06-08,topcv,Cẩn Thận,1
2026-06-08,topcv,DevOps,1
2026-06-08,topcv,Docker,1
2026-06-08,topcv,E-commerce,1
2026-06-08,topcv,Electrical Troubleshooting,1
2026-06-08,topcv,Eurocode),1
2026-06-08,topcv,F&B,1
2026-06-08,topcv,Fashion,1
2026-06-08,topcv,Fintech,1
2026-06-08,topcv,Game AI,1
2026-06-08,topcv,Game Design,1
2026-06-08,topcv,Gia Công Cnc,1
2026-06-08,topcv,Giao Nhận Hàng Hóa,1
2026-06-08,topcv,Giao Tiếp Nối Tiếp (uart,1
2026-06-08,topcv,Giao tiếp,3
2026-06-08,topcv,Giao tiếp rõ ràng,1
2026-06-08,topcv,Git,1
2026-06-08,topcv,Giải quyết vấn đề,1
2026-06-08,topcv,Go,1
2026-06-08,topcv,Hiểu Biết Về Quy Trình Phát Triển Phần Mềm,1
2026-06-08,topcv,Hmi Configuration,1
2026-06-08,topcv,I2c),1
2026-06-08,topcv,Industrial Automation,1
2026-06-08,topcv,Insurance,1
2026-06-08,topcv,Inventor,1
2026-06-08,topcv,Iso 9001 Hoặc Các Tiêu Chuẩn Chất Lượng Khác,1
2026-06-08,topcv,Java,2
2026-06-08,topcv,Khả Năng Phân Tích Yêu Cầu,1
2026-06-08,topcv,Kinh Nghiệm Bán Hàng B2b,1
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Công Cụ Triển Khai,1
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Hệ Thống Khác Nhau,1
2026-06-08,topcv,Kinh nghiệm làm việc tại nhà máy sản xuất,1
2026-06-08,topcv,Kinh nghiệm ngành đá tự nhiên,1
2026-06-08,topcv,Kiến Thức Chuyên Môn Vững Chắc (trong Lĩnh Vực Hỗ Trợ),1
2026-06-08,topcv,Kiến Thức Về Cơ Sở Dữ Liệu,1
2026-06-08,topcv,Kiến Thức Về Hệ Điều Hành,1
2026-06-08,topcv,Kiến Thức Về Kiểm Thử Phần Mềm,1
2026-06-08,topcv,Kiến Thức Về Mạng (tcp Ip,1
2026-06-08,topcv,Kiến Thức Về Phần Mềm,1
2026-06-08,topcv,Kiến Thức Về Tiêu Chuẩn Thiết Kế Kết Cấu Thép (vd: Aisc,1
2026-06-08,topcv,Kiến thức về bán hàng B2B,1
2026-06-08,topcv,Kiểm Kê Hàng Hóa,1
2026-06-08,topcv,Kiểm Soát Chi Phí,1
2026-06-08,topcv,Kiểm Soát Chất Lượng,1
2026-06-08,topcv,Kiểm Soát Nội Bộ,1
2026-06-08,topcv,Kiểm Tra Chất Lượng Hàng Hóa,1
2026-06-08,topcv,Kiểm soát chi phí tại Nhà máy sản xuất,1
2026-06-08,topcv,Kubernetes,1
2026-06-08,topcv,Kỹ Năng Giao Tiếp Tốt (viết Và Nói),1
2026-06-08,topcv,Kỹ Năng Kiểm Thử Phần Mềm,1
2026-06-08,topcv,Kỹ Năng Marketing,1
2026-06-08,topcv,Kỹ Năng Quản Lý Dự Án,1
2026-06-08,topcv,Kỹ Năng Triển Khai Phần Mềm,1
2026-06-08,topcv,Kỹ Năng Trình Bày,1
2026-06-08,topcv,Kỹ Năng Viết Tài Liệu,1
2026-06-08,topcv,Kỹ Năng Đào Tạo Người Dùng,1
2026-06-08,topcv,Kỹ Sư Kết Cấu Thép,1
2026-06-08,topcv,Kỹ năng giao tiếp,3
2026-06-08,topcv,Kỹ năng giải quyết vấn đề,3
2026-06-08,topcv,Kỹ năng làm việc nhóm,2
2026-06-08,topcv,Kỹ năng lắng nghe,1
2026-06-08,topcv,Kỹ năng sư phạm,1
2026-06-08,topcv,Làm proposal,1
2026-06-08,topcv,Làm việc nhóm,1
2026-06-08,topcv,Làm việc độc lập,1
2026-06-08,topcv,Lập Trình Máy Phay Cnc,1
2026-06-08,topcv,Lập Trình Máy Tiện Cnc,1
2026-06-08,topcv,Microservices Architecture,1
2026-06-08,topcv,Microsoft 365,1
2026-06-08,topcv,Modbus,1
2026-06-08,topcv,MySQL,1
2026-06-08,topcv,Negotiation,1
2026-06-08,topcv,Nhanh nhẹn,1
2026-06-08,topcv,Omron,1
2026-06-08,topcv,PHP,2
2026-06-08,topcv,PLC,1
2026-06-08,topcv,Perforce,1
2026-06-08,topcv,Phân Tích Nghiệp Vụ,2
2026-06-08,topcv,Phân Tích Rủi Ro,1
2026-06-08,topcv,Phân Tích Thị Trường,1
2026-06-08,topcv,Phân tích dữ liệu,2
2026-06-08,topcv,Phản Biện,1
2026-06-08,topcv,Phối Hợp Nhóm,1
2026-06-08,topcv,Pitch deck,1
2026-06-08,topcv,Plc Programming (siemens,1
2026-06-08,topcv,Presales,1
2026-06-08,topcv,Python,1
2026-06-08,topcv,QA,2
2026-06-08,topcv,Quản Lý Hệ Thống It,1
2026-06-08,topcv,Quản Lý Hệ Thống Mạng,1
2026-06-08,topcv,Quản Lý Kho,1
2026-06-08,topcv,Quản Lý Stakeholder,1
2026-06-08,topcv,Quản Lý Vận Hành,1
2026-06-08,topcv,Quản Lý Đội Nhóm,1
2026-06-08,topcv,Quản Trị Doanh Nghiệp,1
2026-06-08,topcv,Quản Trị Hệ Thống,1
2026-06-08,topcv,Quản trị kho,1
2026-06-08,topcv,Reading Electrical Schematics,1
2026-06-08,topcv,SQL,2
2026-06-08,topcv,Sap2000,1
2026-06-08,topcv,Shop Drawing,1
2026-06-08,topcv,Shopify OS 2.0 themes,1
2026-06-08,topcv,Shopify store admin,1
2026-06-08,topcv,SolidWorks,1
2026-06-08,topcv,Spi,1
2026-06-08,topcv,Stakeholder Management,1
2026-06-08,topcv,Steel Detailer,1
2026-06-08,topcv,Steel Modeling,1
2026-06-08,topcv,Strategic Planning,1
2026-06-08,topcv,Structural Steel Detailer,1
2026-06-08,topcv,Sức Khỏe Tốt,1
2026-06-08,topcv,Sử Dụng Crm,1
2026-06-08,topcv,Sử Dụng Máy Tính Văn Phòng,1
2026-06-08,topcv,Sử Dụng Phần Mềm Quản Lý Kho,1
2026-06-08,topcv,Sử Dụng Phần Mềm Thiết Kế Kết Cấu (etabs,1
2026-06-08,topcv,Sử dụng Confluence,1
2026-06-08,topcv,Sử dụng Draw.io,1
2026-06-08,topcv,Sử dụng Figma,1
2026-06-08,topcv,Sử dụng Jira,1
2026-06-08,topcv,Tekla,1
2026-06-08,topcv,Tekla Structures,1
2026-06-08,topcv,Telecom Solution,1
2026-06-08,topcv,Telegram,1
2026-06-08,topcv,Tester,4
2026-06-08,topcv,Testing,2
2026-06-08,topcv,Thiết Kế Cơ Khí,1
2026-06-08,topcv,Thiết Kế Cơ Sở Dữ Liệu,1
2026-06-08,topcv,Thiết Kế Quy Trình,1
2026-06-08,topcv,Thuyết trình,3
2026-06-08,topcv,Thành Thạo Excel,1
2026-06-08,topcv,Tinh Thần Trách Nhiệm,1
2026-06-08,topcv,Tiếng Anh,1
2026-06-08,topcv,Tiếng Nhật (n2 Trở Lên),1
2026-06-08,topcv,Triển Khai Bản Vẽ Kết Cấu Thép,1
2026-06-08,topcv,Triển khai bản vẽ kết cấu thép 2D,1
2026-06-08,topcv,Trung thực,1
2026-06-08,topcv,Tuân Thủ Quy Trình,1
2026-06-08,topcv,Tìm kiếm khách hàng,2
2026-06-08,topcv,Tư duy hệ thống,1
2026-06-08,topcv,Tư duy logic,1
2026-06-08,topcv,Tỉ Mỉ,1
2026-06-08,topcv,Unreal Engine,1
2026-06-08,topcv,Viết Tài Liệu Yêu Cầu,1
2026-06-08,topcv,Xây dựng biểu mẫu,1
2026-06-08,topcv,Xây dựng hệ thống quy trình,1
2026-06-08,topcv,Xây dựng mối quan hệ,1
2026-06-08,topcv,Xây dựng quy chế,1
2026-06-08,topcv,Xây dựng quy trình,1
2026-06-08,topcv,Xử Lý Sự Cố Phần Mềm,1
2026-06-08,topcv,Xử lý sự cố phần cứng,1
2026-06-08,topcv,có trách nhiệm,1
2026-06-08,topcv,deal với đối tác qua email,1
2026-06-08,topcv,debug,1
2026-06-08,topcv,ecommerce verticals,1
2026-06-08,topcv,follow-up,1
2026-06-08,topcv,giá thành sản xuất,1
2026-06-08,topcv,hiểu biết về công nghệ,1
2026-06-08,topcv,iOS,1
2026-06-08,topcv,kpi,1
2026-06-08,topcv,kế toán giá thành,1
2026-06-08,topcv,kế toán quản trị,1
2026-06-08,topcv,kỹ năng tư vấn,1
2026-06-08,topcv,linkedin,1
2026-06-08,topcv,merchant workflows,1
2026-06-08,topcv,profiling,1
2026-06-08,topcv,sales-adjacent role,1
2026-06-08,topcv,screen demo recording,1
2026-06-08,topcv,sản xuất công nghiệp,1
2026-06-08,topcv,sắp xếp hàng hóa,1
2026-06-08,topcv,sử dụng phần mềm chuyên ngành,1
2026-06-08,topcv,theme basics,1
2026-06-08,topcv,thuyết phục,1
2026-06-08,topcv,thống kê,1
2026-06-08,topcv,ticket queue management,1
2026-06-08,topcv,tiếng việt,1
2026-06-08,topcv,tổ chức meeting,1
2026-06-08,topcv,vật liệu xây dựng,1
2026-06-08,topcv,written English,1
2026-06-08,topcv,Đàm phán,2
2026-06-08,topcv,Đàm phán B2B,1
2026-06-08,topcv,Đọc Hiểu Bản Vẽ Kỹ Thuật,1
2026-06-08,topcv,Đọc Hiểu Chứng Từ,1
2026-06-15,itviec,.NET,13
2026-06-15,itviec,ABAP,1
2026-06-15,itviec,AI,41
2026-06-15,itviec,API,14
2026-06-15,itviec,AWS,46
2026-06-15,itviec,AWS CloudFormation,1
2026-06-15,itviec,Agile,12
2026-06-15,itviec,Android,12
2026-06-15,itviec,Angular,10
2026-06-15,itviec,Ansible,1
2026-06-15,itviec,Apache Spark,1
2026-06-15,itviec,Appium,2
2026-06-15,itviec,Application Security,1
2026-06-15,itviec,AutoCAD,1
2026-06-15,itviec,Automation Test,4
2026-06-15,itviec,Azure,38
2026-06-15,itviec,BPMN,1
2026-06-15,itviec,Bash Shell,1
2026-06-15,itviec,Big Data,3
2026-06-15,itviec,Blockchain,2
2026-06-15,itviec,Business Analysis,14
2026-06-15,itviec,Business Intelligence,2
2026-06-15,itviec,C language,1
2026-06-15,itviec,C#,9
2026-06-15,itviec,C++,9
2026-06-15,itviec,CI/CD,8
2026-06-15,itviec,CRM,6
2026-06-15,itviec,CSS,4
2026-06-15,itviec,CSS 3,1
2026-06-15,itviec,Chinese,2
2026-06-15,itviec,Clean Architecture,1
2026-06-15,itviec,Cloud,12
2026-06-15,itviec,Cloud Security,1
2026-06-15,itviec,Cloud-native Architecture,2
2026-06-15,itviec,Computer Vision,6
2026-06-15,itviec,Cybersecurity,2
2026-06-15,itviec,Cypress,1
2026-06-15,itviec,DBA,1
2026-06-15,itviec,DBT,1
2026-06-15,itviec,Data Analysis,5
2026-06-15,itviec,Data Engineer,8
2026-06-15,itviec,Data Science,2
2026-06-15,itviec,Data Warehousing,4
2026-06-15,itviec,Data mining,1
2026-06-15,itviec,Data modeling,3
2026-06-15,itviec,Data-driven,1
2026-06-15,itviec,Database,10
2026-06-15,itviec,Databricks,1
2026-06-15,itviec,Deep Learning,4
2026-06-15,itviec,Design,3
2026-06-15,itviec,DevOps,34
2026-06-15,itviec,DevSecOps,1
2026-06-15,itviec,Docker,44
2026-06-15,itviec,ELT,1
2026-06-15,itviec,ERP,4
2026-06-15,itviec,ETL,3
2026-06-15,itviec,Embedded,1
2026-06-15,itviec,Embedded Android,1
2026-06-15,itviec,Embedded C,1
2026-06-15,itviec,English,41
2026-06-15,itviec,Enterprise Architecture,1
2026-06-15,itviec,FastAPI,3
2026-06-15,itviec,Figma,5
2026-06-15,itviec,Firebase,1
2026-06-15,itviec,Flutter,2
2026-06-15,itviec,Fresher Accepted,5
2026-06-15,itviec,Fullstack,6
2026-06-15,itviec,GCP,24
2026-06-15,itviec,Games,1
2026-06-15,itviec,Generative AI,3
2026-06-15,itviec,Git,2
2026-06-15,itviec,GitHub,2
2026-06-15,itviec,GitLab CI,1
2026-06-15,itviec,Go,20
2026-06-15,itviec,Google BigQuery,1
2026-06-15,itviec,GraphQL,1
2026-06-15,itviec,HTML,2
2026-06-15,itviec,HTML5,4
2026-06-15,itviec,Hadoop,1
2026-06-15,itviec,Hardware Troubleshooting,1
2026-06-15,itviec,ISO 27001,2
2026-06-15,itviec,IT Audit,1
2026-06-15,itviec,IT Communication/Translation,1
2026-06-15,itviec,IT Support,1
2026-06-15,itviec,Information Security,1
2026-06-15,itviec,Internship Accepted,5
2026-06-15,itviec,J2EE,1
2026-06-15,itviec,JSON,1
2026-06-15,itviec,Japanese,3
2026-06-15,itviec,Java,40
2026-06-15,itviec,JavaScript,30
2026-06-15,itviec,Jira,5
2026-06-15,itviec,Jmeter,1
2026-06-15,itviec,Kafka,4
2026-06-15,itviec,Kotlin,10
2026-06-15,itviec,Kubernetes,26
2026-06-15,itviec,LLM,10
2026-06-15,itviec,Laravel,2
2026-06-15,itviec,Leadership,10
2026-06-15,itviec,Linux,6
2026-06-15,itviec,MLOps,2
2026-06-15,itviec,MVVM,2
2026-06-15,itviec,Machine Learning,14
2026-06-15,itviec,Microservices,17
2026-06-15,itviec,Microsoft Dynamics 365,2
2026-06-15,itviec,Miro,1
2026-06-15,itviec,Mobile Apps,6
2026-06-15,itviec,MongoDB,15
2026-06-15,itviec,MySQL,15
2026-06-15,itviec,NLP,6
2026-06-15,itviec,NestJS,4
2026-06-15,itviec,Networking,2
2026-06-15,itviec,NextJS,2
2026-06-15,itviec,NoSQL,1
2026-06-15,itviec,Node.js,27
2026-06-15,itviec,OCR,1
2026-06-15,itviec,OOP,7
2026-06-15,itviec,Odoo,1
2026-06-15,itviec,OpenCV,1
2026-06-15,itviec,Oracle,4
2026-06-15,itviec,PHP,3
2026-06-15,itviec,Penetration Testing,1
2026-06-15,itviec,Playwright,3
2026-06-15,itviec,PostgreSQL,33
2026-06-15,itviec,Postman,4
2026-06-15,itviec,Presale,2
2026-06-15,itviec,Product Management,8
2026-06-15,itviec,Product Owner,5
2026-06-15,itviec,Product roadmap,2
2026-06-15,itviec,Product strategy,2
2026-06-15,itviec,Project Management,5
2026-06-15,itviec,Prompt Engineering,1
2026-06-15,itviec,PyTorch,2
2026-06-15,itviec,Python,49
2026-06-15,itviec,QA,13
2026-06-15,itviec,QA QC,7
2026-06-15,itviec,React,29
2026-06-15,itviec,React Native,4
2026-06-15,itviec,Redis,12
2026-06-15,itviec,Redux,1
2026-06-15,itviec,Risk Management,1
2026-06-15,itviec,Robot Framework,1
2026-06-15,itviec,SAP,1
2026-06-15,itviec,SOLID Principles,2
2026-06-15,itviec,SQL,40
2026-06-15,itviec,Salesforce,1
2026-06-15,itviec,Scrum,3
2026-06-15,itviec,Security,5
2026-06-15,itviec,Selenium,4
2026-06-15,itviec,Shopify,1
2026-06-15,itviec,Software Architecture,7
2026-06-15,itviec,Solution Architecture,5
2026-06-15,itviec,Spring,6
2026-06-15,itviec,Spring Boot,15
2026-06-15,itviec,Stakeholder management,4
2026-06-15,itviec,Swift,5
2026-06-15,itviec,System Admin,4
2026-06-15,itviec,System Architecture,3
2026-06-15,itviec,Team Management,4
2026-06-15,itviec,TensorFlow,3
2026-06-15,itviec,Terraform,3
2026-06-15,itviec,Tester,9
2026-06-15,itviec,TypeScript,21
2026-06-15,itviec,UI-UX,2
2026-06-15,itviec,Unit test,1
2026-06-15,itviec,User flows,1
2026-06-15,itviec,VMware,1
2026-06-15,itviec,Vue,7
2026-06-15,itviec,VueJS,3
2026-06-15,itviec,Windows,1
2026-06-15,itviec,WooCommerce,1
2026-06-15,itviec,Wordpress,1
2026-06-15,itviec,XML,1
2026-06-15,itviec,iOS,8
2026-06-15,itviec,kotlinx.coroutines,2
2026-06-15,topcv,(unknown),22
2026-06-15,topcv,.NET,8
2026-06-15,topcv,.NET Compact Framework,1
2026-06-15,topcv,.NET Framework,2
2026-06-15,topcv,.net core,1
2026-06-15,topcv,A/B Testing,1
2026-06-15,topcv,AI,3
2026-06-15,topcv,AI-assisted development tools,1
2026-06-15,topcv,API,1
2026-06-15,topcv,ASP.NET,1
2026-06-15,topcv,AWS,5
2026-06-15,topcv,Agile,2
2026-06-15,topcv,Agile Scrum,1
2026-06-15,topcv,Ajax,1
2026-06-15,topcv,Alibaba,1
2026-06-15,topcv,Am Hiểu Về Sản Phẩm It Laptop,1
2026-06-15,topcv,Am hiểu RESTful API,2
2026-06-15,topcv,Amazon,1
2026-06-15,topcv,Android,5
2026-06-15,topcv,Android HAL,1
2026-06-15,topcv,Android kotlin,1
2026-06-15,topcv,Angular,4
2026-06-15,topcv,Angular JS,1
2026-06-15,topcv,Angular),1
2026-06-15,topcv,Ansible,1
2026-06-15,topcv,Apex programming,1
2026-06-15,topcv,Aura Components,1
2026-06-15,topcv,AutoCAD,2
2026-06-15,topcv,Azure,4
2026-06-15,topcv,Backend Development,1
2026-06-15,topcv,Backend development (Node.js,1
2026-06-15,topcv,Biết sử dụng SQL để khai thác và phân tích dữ liệu,2
2026-06-15,topcv,Blockchain,1
2026-06-15,topcv,Bootstrap,1
2026-06-15,topcv,Bán Hàng,1
2026-06-15,topcv,Bán Hàng (sales),1
2026-06-15,topcv,Bán Hàng B2b,2
2026-06-15,topcv,Báo Cáo Lỗi,1
2026-06-15,topcv,Bảo Mật,1
2026-06-15,topcv,C#,2
2026-06-15,topcv,C/C++,1
2026-06-15,topcv,CA,1
2026-06-15,topcv,CI/CD,2
2026-06-15,topcv,CI/CD deployment,1
2026-06-15,topcv,CLM,1
2026-06-15,topcv,CMMI,1
2026-06-15,topcv,CMS deployment (WordPress,1
2026-06-15,topcv,COBOL,1
2026-06-15,topcv,CRM,1
2026-06-15,topcv,CSS,4
2026-06-15,topcv,Chăm Sóc Khách Hàng,1
2026-06-15,topcv,Chốt Sales,1
2026-06-15,topcv,Chứng chỉ PMI-ACP,1
2026-06-15,topcv,Chứng chỉ PMP,1
2026-06-15,topcv,Chứng chỉ PSM/CSM,1
2026-06-15,topcv,Chứng chỉ liên quan của UBCK,1
2026-06-15,topcv,Chứng chỉ tiếng Anh,1
2026-06-15,topcv,Chứng chỉ về network,1
2026-06-15,topcv,ClickUp,1
2026-06-15,topcv,Client/Server game,1
2026-06-15,topcv,Cloud Services,1
2026-06-15,topcv,Code Signing,1
2026-06-15,topcv,Communication,1
2026-06-15,topcv,Component sharing,1
2026-06-15,topcv,Computer Vision,1
2026-06-15,topcv,Confluence,2
2026-06-15,topcv,Container hóa,1
2026-06-15,topcv,Crystal Report,1
2026-06-15,topcv,Css,1
2026-06-15,topcv,Css3,1
2026-06-15,topcv,Cài Đặt Phần Cứng Và Phần Mềm,1
2026-06-15,topcv,Các công cụ trực quan hóa dữ liệu (Tableau,1
2026-06-15,topcv,Cấu hình và thiết lập Workflows,2
2026-06-15,topcv,Cẩn thận,2
2026-06-15,topcv,Data Migration,1
2026-06-15,topcv,Data crawling systems,1
2026-06-15,topcv,Data warehouse,1
2026-06-15,topcv,Database management (MySQL,1
2026-06-15,topcv,Database trên các nền tảng SaaS nội bộ như Larksuite,2
2026-06-15,topcv,DevOps,2
2026-06-15,topcv,Digital Signature,1
2026-06-15,topcv,Digital Trust,1
2026-06-15,topcv,Digital Workplace,1
2026-06-15,topcv,Docker,7
2026-06-15,topcv,Document,1
2026-06-15,topcv,Drupal),1
2026-06-15,topcv,ECS,1
2026-06-15,topcv,ERP,1
2026-06-15,topcv,ETL pipelines,1
2026-06-15,topcv,Email,1
2026-06-15,topcv,Email Marketing,1
2026-06-15,topcv,English Communication,1
2026-06-15,topcv,Eplan,1
2026-06-15,topcv,Etsy,1
2026-06-15,topcv,Excel,1
2026-06-15,topcv,Excel),1
2026-06-15,topcv,Experience in Japanese projects,1
2026-06-15,topcv,FAAS,1
2026-06-15,topcv,Figma,2
2026-06-15,topcv,Firewall),1
2026-06-15,topcv,Frontend development (React,1
2026-06-15,topcv,Full Stack,1
2026-06-15,topcv,GCP,3
2026-06-15,topcv,Game PC,1
2026-06-15,topcv,Game online,1
2026-06-15,topcv,Giao thức truyền thông IoT,1
2026-06-15,topcv,Giao tiếp,7
2026-06-15,topcv,Giao tiếp tốt,2
2026-06-15,topcv,Giao tiếp và làm việc với các bên liên quan,2
2026-06-15,topcv,Giao tiếp và phối hợp nhóm,1
2026-06-15,topcv,Git,4
2026-06-15,topcv,Git Version Control,1
2026-06-15,topcv,GitHub Copilot,1
2026-06-15,topcv,Github,1
2026-06-15,topcv,Giải quyết vấn đề,5
2026-06-15,topcv,Go,7
2026-06-15,topcv,Go (golang),1
2026-06-15,topcv,Google Apps Script),2
2026-06-15,topcv,Google Places,1
2026-06-15,topcv,Google Workspace,2
2026-06-15,topcv,Gradle,1
2026-06-15,topcv,GraphQL APIs,1
2026-06-15,topcv,HTML,3
2026-06-15,topcv,Hibernate,1
2026-06-15,topcv,Hiểu Biết Về Cntt (it),1
2026-06-15,topcv,Hiểu Biết Về Các Nền Tảng Ứng Dụng (ios,1
2026-06-15,topcv,Hiểu Biết Về Quy Trình Kinh Doanh,1
2026-06-15,topcv,Hiểu Biết Về Quy Trình Phát Triển Phần Mềm,1
2026-06-15,topcv,Hiểu Biết Về Quản Lý Dự Án,1
2026-06-15,topcv,Hiểu biết sản xuất và biên tập video,1
2026-06-15,topcv,Hiểu biết về các thiết bị mạng,1
2026-06-15,topcv,Hiểu biết về thiết bị IT,1
2026-06-15,topcv,Hiểu biết về thiết kế mạng,1
2026-06-15,topcv,Hiểu rõ BPMN,2
2026-06-15,topcv,Hiểu về PLC,1
2026-06-15,topcv,Hiểu về ngành Chứng khoán và các nghiệp vụ liên quan đến Giao dịch Chứng khoán,1
2026-06-15,topcv,Hrm,1
2026-06-15,topcv,Html5,1
2026-06-15,topcv,Hỗ trợ kiểm thử và trực quan hóa dữ liệu,2
2026-06-15,topcv,Hỗ trợ sau bán hàng,1
2026-06-15,topcv,IAM,1
2026-06-15,topcv,IIS,1
2026-06-15,topcv,IT Helpdesk,1
2026-06-15,topcv,IT solutions,1
2026-06-15,topcv,IoT PKI,1
2026-06-15,topcv,It Sales,2
2026-06-15,topcv,JQuery,1
2026-06-15,topcv,JSON,2
2026-06-15,topcv,Japanese document reading,1
2026-06-15,topcv,Java,14
2026-06-15,topcv,Java Core,2
2026-06-15,topcv,Java Spring,2
2026-06-15,topcv,Java Spring/Spring Boot,1
2026-06-15,topcv,Java springboot,1
2026-06-15,topcv,JavaScript,9
2026-06-15,topcv,Javascript,3
2026-06-15,topcv,Javascript Tùy Thuộc Vị Trí),1
2026-06-15,topcv,Jenkins,1
2026-06-15,topcv,Jetpack Compose,1
2026-06-15,topcv,Jira,1
2026-06-15,topcv,Khát vọng xây dựng giải pháp công nghệ vì cộng đồng,1
2026-06-15,topcv,Khả Năng Chẩn Đoán Và Sửa Chữa Sự Cố,1
2026-06-15,topcv,Khả Năng Học Hỏi Và Cập Nhật Kiến Thức Mới,1
2026-06-15,topcv,Khả năng phân tích và xử lý sự cố kỹ thuật,1
2026-06-15,topcv,Kinh Nghiệm Kiểm Thử Hiệu Năng (performance Testing),1
2026-06-15,topcv,Kinh Nghiệm Làm Việc Với Nhà Thầu,1
2026-06-15,topcv,Kinh nghiệm chỉnh sửa video ngắn,1
2026-06-15,topcv,Kinh nghiệm các dự án thực tế,1
2026-06-15,topcv,Kinh nghiệm domain AI,1
2026-06-15,topcv,Kinh nghiệm domain E-commerce,1
